,number_of_rooms,area_size,has_elevator,year_built,annual_fee_sek,annual_cost_sek,region_processed_bromma,region_processed_centrala sundbyberg,region_processed_gröndal,region_processed_hammarby sjöstad,region_processed_kungsholmen,region_processed_råsunda,region_processed_södermalm,region_processed_vasastan,region_processed_årsta,region_processed_östermalm,has_balcony_nej,has_balcony_unknown,cleaned_floor_number,brokerage_firm_processed_erik olsson fastighetsförmedling,brokerage_firm_processed_fastighetsbyrån stockholm - södermalm,brokerage_firm_processed_länsförsäkringar fastighetsförmedling solna,brokerage_firm_processed_notar,brokerage_firm_processed_tradition mäkleri,price_sold_sek
1815,2.0,59,True,1956.0,2421,3360,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1800000
1816,2.0,651,True,1996.0,3217,4500,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,3100000
1819,2.0,605,True,1959.0,2293,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,3400000
1820,1.0,36,True,1932.0,2415,0,False,True,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,2650000
1821,2.0,39,True,2022.0,2503,4020,False,False,False,False,False,False,False,False,False,False,False,False,1.0,True,False,False,False,False,3020000
1822,1.0,35,True,1918.0,2165,9852,False,False,False,False,False,False,False,False,False,False,True,False,3.0,False,False,False,False,False,1195000
1823,2.0,427,True,1945.0,2729,2000,False,False,False,False,False,False,False,False,True,False,False,False,2.0,False,False,False,False,False,2750000
1824,3.0,86,True,1971.0,4666,6000,False,False,False,False,False,False,False,True,False,False,False,False,4.0,False,False,False,False,False,7600000
1825,2.0,54,True,1968.0,3107,3900,False,False,False,False,False,False,False,False,False,False,True,False,7.0,False,False,False,False,False,2235000
1826,2.0,60,True,2010.0,4220,8736,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2900000
1827,2.0,39,True,1928.0,2545,3120,False,False,False,False,True,False,False,False,False,False,False,False,4.0,False,False,False,False,True,4225000
1828,3.0,80,True,1966.0,4190,9570,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2890000
1829,3.0,945,True,2002.0,5393,12396,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False,7050000
1831,4.0,89,True,2021.0,5472,10476,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,7350000
1832,3.0,100,True,1889.0,4934,14400,False,False,False,False,False,False,False,True,False,False,False,False,5.0,False,False,False,False,False,13350000
1833,3.0,834,True,1988.0,4536,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2850000
1834,3.0,79,True,2014.0,4465,8800,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,5100000
1835,2.0,56,True,1962.0,3424,4000,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2340000
1836,2.0,79,True,1923.0,3559,11400,False,False,False,False,False,False,True,False,False,False,True,False,1.0,False,False,False,False,False,6500000
1837,1.0,435,True,1987.0,3278,3000,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,1500000
1838,2.0,445,True,1943.0,3575,0,False,False,False,False,False,False,False,False,False,False,True,False,3.0,False,False,False,True,False,2700000
1839,2.0,37,True,2018.0,3048,2640,False,False,False,False,False,False,False,False,False,False,True,False,5.0,False,False,False,False,False,1365000
1842,2.0,68,True,2013.0,3880,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2900000
1843,3.0,79,True,1971.0,4627,28369,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2500000
1844,4.0,87,True,2019.0,5376,7800,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,6160000
1845,3.0,65,True,1904.0,3936,0,False,False,False,False,False,False,False,True,False,False,False,True,4.0,False,False,False,False,False,7700000
1846,2.0,50,True,1934.0,3127,0,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,3270000
1847,2.0,585,True,1972.0,4874,5400,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,1200000
1850,2.0,55,True,2015.0,3460,8880,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2100000
1851,2.0,58,True,1961.0,4716,5820,False,False,False,False,False,False,False,False,False,False,False,False,9.0,False,False,False,False,False,2375000
1852,2.0,39,True,1929.0,2215,0,False,False,False,False,False,False,False,True,False,False,False,False,2.0,False,False,False,False,False,4750000
1853,3.0,94,True,1973.0,3937,6900,False,False,False,False,False,False,False,False,False,True,False,False,1.0,False,False,False,False,False,10300000
1854,2.0,585,True,2008.0,3372,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3500000
1855,2.0,58,False,1946.0,4015,4800,False,False,True,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,4700000
1856,2.0,70,True,2021.0,4493,3600,False,False,False,False,False,True,False,False,False,False,False,False,4.0,False,False,False,False,False,4000000
1857,3.0,79,True,2018.0,5573,5400,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,7395000
1858,3.0,76,True,2008.0,4726,6000,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,5460000
1860,2.0,475,True,1993.0,4192,6000,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1545000
1861,3.0,68,True,1970.0,4874,4584,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,1400000
1862,2.0,505,True,1948.0,3549,0,False,False,False,False,False,True,False,False,False,False,False,False,3.0,False,False,False,False,False,3600000
1863,1.0,40,True,1929.0,1876,5400,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,2995000
1864,2.0,53,True,1948.0,2998,7800,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2880000
1866,2.0,545,True,2015.0,2775,8794,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,False,False,False,False,3050000
1868,1.0,34,True,1972.0,2150,3900,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,2100000
1869,2.0,53,True,1912.0,3421,0,False,False,False,False,False,False,False,True,False,False,False,False,1.0,False,False,False,False,False,5050000
1870,3.0,78,True,1971.0,5045,7056,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,False,False,False,False,2500000
1871,2.0,575,True,1959.0,3380,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,1795000
1873,2.0,57,True,1954.0,3886,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2270000
1874,3.0,85,True,1884.0,4268,13200,False,False,False,False,False,False,False,True,False,False,False,False,2.0,False,False,False,False,False,9350000
1875,3.0,89,True,1912.0,1040,4420,False,False,False,False,False,False,False,False,False,True,True,False,2.0,False,False,False,False,False,16800000
1876,1.0,347,True,1965.0,2325,2400,False,False,False,False,False,False,False,False,False,False,True,False,-2.0,False,False,False,False,False,1210000
1878,1.0,31,True,2020.0,2605,6240,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,1995000
1880,3.0,81,True,2006.0,5259,6000,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3925000
1881,5.0,127,True,1967.0,5524,0,False,False,False,False,False,False,True,False,False,False,False,False,5.0,False,False,False,True,False,10950000
1882,2.0,68,True,1935.0,2725,7100,False,False,False,False,True,False,False,False,False,False,False,False,4.0,False,False,False,False,False,6000000
1883,3.0,769,True,1991.0,4893,4200,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3080000
1884,1.0,34,True,1972.0,2150,4200,False,False,False,False,False,False,False,False,False,False,True,False,4.0,False,False,False,True,False,2200000
1886,2.0,52,True,2017.0,3602,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2900000
1887,2.0,62,True,1914.0,2919,4600,False,False,False,False,True,False,False,False,False,False,False,True,4.0,False,False,False,False,False,6400000
1889,2.0,43,True,1938.0,2276,0,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,3850000
1890,4.0,85,True,2002.0,5787,9000,False,False,False,True,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,5350000
1891,2.0,36,True,2018.0,2760,5500,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,2700000
1892,4.0,93,True,2007.0,4906,9996,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,6200000
1893,3.0,82,True,1992.0,6213,7800,False,False,False,False,False,False,False,False,True,False,False,False,2.0,False,False,False,False,False,4450000
1894,3.0,895,True,2004.0,2346,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,6195000
1895,1.0,29,True,1935.0,1954,4800,True,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2500000
1896,4.0,95,True,2009.0,5382,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,True,False,False,4940000
1897,4.0,86,True,1959.0,5208,6500,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False,4800000
1898,2.0,53,True,2006.0,3883,7500,False,False,False,False,False,False,False,False,False,False,True,False,1.0,True,False,False,False,False,3850000
1899,2.0,45,True,2003.0,3278,0,False,False,False,True,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,3495000
1901,3.0,67,True,2018.0,5976,6536,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,2650000
1902,2.0,78,True,1993.0,3587,2400,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,False,False,False,False,5550000
1903,2.0,66,True,1925.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,5.0,False,False,False,False,False,8500000
1904,2.0,40,True,1906.0,1310,6228,False,False,False,False,True,False,False,False,False,False,True,False,1.0,False,False,False,False,False,4225000
1905,3.0,785,True,1968.0,4371,7320,False,False,False,False,False,False,True,False,False,False,True,False,1.0,True,False,False,False,False,5600000
1906,2.0,43,False,1934.0,4113,4800,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2395000
1907,3.0,755,True,1994.0,5159,0,False,False,False,False,False,False,True,False,False,False,True,False,6.0,False,False,False,True,False,5500000
1909,2.0,595,True,1957.0,3116,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3645000
1913,1.0,26,True,2018.0,1408,4320,False,False,False,False,False,False,True,False,False,False,True,False,4.0,False,False,False,True,False,2835000
1915,3.0,77,True,2015.0,3958,2004,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,4000000
1916,2.0,69,True,1976.0,3919,3000,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2415000
1917,2.0,57,True,2019.0,3908,6000,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False,3050000
1918,2.0,391,True,1927.0,1862,3300,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,True,False,False,False,3675000
1920,2.0,49,True,1912.0,2464,16331,False,False,False,False,False,False,False,False,False,False,True,False,5.0,False,True,False,False,False,5700000
1921,1.0,245,True,1944.0,1905,7200,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,2200000
1923,2.0,60,True,1920.0,2433,7200,False,False,False,False,True,False,False,False,False,False,False,False,3.0,False,False,False,False,False,6800000
1924,3.0,85,True,2019.0,4651,7040,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,False,False,False,False,6140000
1925,3.0,76,True,1939.0,4181,10344,False,True,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,4200000
1926,2.0,535,True,1945.0,3458,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2870000
1928,1.0,395,True,1964.0,2844,0,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False,1650000
1929,3.0,68,True,1960.0,4724,6240,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1500000
1930,4.0,1011,True,1962.0,5537,13200,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False,5320000
1931,3.0,55,True,1932.0,3286,1200,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,5860000
1933,3.0,77,True,1958.0,5090,6016,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,2750000
1934,2.0,62,True,2015.0,3798,7200,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,2400000
1935,3.0,73,True,1987.0,3861,9240,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,False,False,False,False,5450000
1936,1.0,425,True,1953.0,3060,3890,False,False,False,False,False,False,False,False,False,False,False,True,9.0,False,False,False,False,False,2200000
1937,2.0,71,True,1992.0,2460,9218,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,7400000
1938,2.0,59,True,1953.0,2783,6060,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1600000
1939,3.0,73,True,1942.0,4089,12564,False,False,False,False,False,False,False,False,False,True,False,False,4.0,False,False,False,False,False,9000000
1940,3.0,695,True,1962.0,3898,8500,False,False,False,False,False,False,False,False,False,False,False,False,9.0,False,False,False,False,False,3640000
1941,4.0,94,True,1966.0,6672,17672,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2500000
1943,2.0,40,True,2019.0,2765,3900,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,1880000
1944,2.0,56,True,1974.0,3356,7056,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,True,False,3510000
1945,1.0,32,True,1939.0,2083,0,False,True,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,2050000
1946,3.0,94,True,1975.0,3587,7200,False,False,False,False,True,False,False,False,False,False,False,False,5.0,False,False,False,False,False,8660000
1947,2.0,425,True,1944.0,3404,11060,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2400000
1949,3.0,62,False,1958.0,4104,4800,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,2350000
1950,2.0,486,True,1963.0,1330,9840,False,False,False,False,True,False,False,False,False,False,False,False,1.0,True,False,False,False,False,5025000
1951,3.0,78,True,1969.0,3645,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,True,False,False,3895000
1952,3.0,78,True,2016.0,5070,8280,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,True,False,2700000
1953,2.0,45,True,2018.0,2756,0,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False,3650000
1954,1.0,39,True,1958.0,2377,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,True,False,2100000
1955,5.0,159,True,1921.0,7950,18264,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False,14000000
1957,2.0,38,True,1930.0,2470,0,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,4570000
1958,2.0,60,True,1925.0,3121,10550,False,False,False,False,False,False,True,False,False,False,True,False,3.0,False,False,False,False,False,6330000
1959,2.0,52,True,1947.0,3359,6700,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2600000
1960,2.0,47,True,1971.0,2109,5400,False,False,False,False,False,False,True,False,False,False,True,False,3.0,False,False,False,False,False,3725000
1961,1.0,28,True,1939.0,2147,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,True,False,2250000
1962,3.0,73,True,2008.0,5445,6762,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3900000
1967,4.0,81,True,2014.0,4859,6338,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2800000
1968,4.0,955,True,2018.0,5892,7920,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,3700000
1969,2.0,61,True,1935.0,3264,0,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,True,False,6250000
1970,4.0,93,True,1970.0,6090,2100,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,2300000
1972,2.0,56,True,1927.0,2623,16684,False,False,False,False,False,False,False,False,False,True,False,True,5.0,False,False,False,False,False,6675000
1974,3.0,80,True,1971.0,3755,7320,False,False,False,False,False,False,True,False,False,False,False,False,5.0,True,False,False,False,False,7600000
1975,4.0,978,True,1992.0,5508,13406,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3800000
1976,3.0,74,True,1966.0,2539,7092,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2250000
1977,3.0,82,True,1936.0,0,0,False,False,False,False,True,False,False,False,False,False,True,False,4.0,False,False,False,False,False,7700000
1978,3.0,73,True,1907.0,3821,7958,False,False,False,False,False,False,False,True,False,False,False,False,1.0,False,False,False,False,False,8500000
1979,4.0,77,True,1946.0,4292,6600,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,5325000
1980,1.0,40,True,2018.0,2977,5544,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1795000
1981,2.0,50,True,1943.0,3551,9480,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3500000
1982,3.0,80,True,1963.0,5073,0,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,2300000
1983,2.0,625,True,1989.0,5391,5400,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2800000
1984,2.0,39,False,1945.0,2274,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2895000
1986,3.0,77,True,2014.0,4222,7632,False,False,False,True,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,6700000
1989,3.0,73,True,1976.0,4234,0,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,1750000
1990,2.0,63,True,1990.0,4595,8328,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,1775500
1991,3.0,81,True,1970.0,4827,11005,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,3725000
1992,3.0,79,True,1999.0,5418,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2375000
1993,3.0,81,True,1967.0,6072,6048,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1675000
1994,2.0,695,True,2002.0,4774,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1895000
1995,3.0,875,True,1964.0,6581,3000,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,False,False,False,False,1900000
1996,2.0,53,True,1939.0,2586,4800,False,False,False,False,True,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3850000
1997,2.0,62,True,1938.0,3241,0,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,6400000
1998,1.0,21,True,1940.0,1205,900,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2600000
2001,1.0,41,True,2014.0,3032,7200,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,1950000
2002,3.0,72,False,2016.0,5517,5952,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,3750000
2003,2.0,51,True,1912.0,1677,0,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False,5100000
2007,3.0,95,True,1929.0,3564,15108,False,False,False,False,False,False,False,False,False,False,True,False,1.0,True,False,False,False,False,9050000
2008,2.0,57,True,1954.0,4043,6000,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3150000
2009,1.0,40,True,1964.0,2982,3000,False,False,False,False,False,False,False,False,False,False,False,True,3.0,False,False,False,False,False,1350000
2010,4.0,135,True,1921.0,4514,9156,False,False,False,False,True,False,False,False,False,False,False,False,3.0,False,False,False,False,False,16800000
2011,2.0,62,False,1935.0,3711,8700,False,False,False,False,False,False,False,False,False,False,False,True,6.0,False,False,False,False,False,7250000
2013,3.0,89,True,1997.0,6612,6800,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3300000
2014,3.0,88,True,2008.0,5090,4800,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,4500000
2015,1.0,337,True,1968.0,2638,0,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,525000
2016,2.0,60,True,1984.0,4680,4800,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1300000
2017,5.0,136,True,1907.0,6133,9000,False,False,False,False,False,False,False,True,False,False,False,False,3.0,True,False,False,False,False,15250000
2018,2.0,44,True,2018.0,2884,4800,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2230000
2019,2.0,35,True,1937.0,2579,4600,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3075000
2020,5.0,136,True,1960.0,5047,13800,False,False,False,False,False,False,False,True,False,False,False,False,2.0,False,False,False,False,False,11650000
2021,3.0,65,True,1938.0,5106,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,4970000
2022,2.0,48,True,2012.0,2713,9800,False,False,False,True,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3595000
2023,3.0,68,True,1970.0,3468,0,False,False,False,False,False,False,True,False,False,False,False,False,3.0,False,False,False,True,False,5250000
2024,3.0,85,True,2018.0,5456,6000,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,5750000
2026,2.0,53,True,2018.0,3291,0,False,False,False,False,False,False,False,False,False,False,False,False,12.0,False,False,False,False,False,3800000
2027,1.0,36,True,1967.0,1646,0,False,False,False,False,False,False,True,False,False,False,False,True,1.0,False,False,False,False,False,3000000
2028,2.0,45,False,1936.0,2972,4200,True,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,2995000
2029,2.0,49,True,1939.0,3710,4200,False,False,False,False,False,False,False,True,False,False,False,False,1.0,False,False,False,False,False,3650000
2031,3.0,85,True,2013.0,4715,12800,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,5300000
2032,4.0,90,True,1901.0,3918,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,9925000
2033,2.0,50,True,1913.0,3031,7800,False,False,False,False,False,False,True,False,False,False,False,False,5.0,False,False,False,False,True,5850000
2034,2.0,445,True,1947.0,3491,3600,False,False,False,False,False,False,False,False,True,False,False,False,2.0,False,False,False,False,False,2750000
2035,2.0,37,True,1937.0,2618,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2750000
2036,2.0,54,True,2015.0,3517,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2060000
2037,4.0,100,True,1978.0,7349,6000,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2660000
2038,4.0,93,True,2011.0,4793,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3425000
2039,3.0,72,True,1962.0,4572,5400,False,False,False,False,True,False,False,False,False,False,False,False,6.0,False,False,False,False,False,5760000
2040,5.0,120,True,2003.0,7056,9000,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,11550000
2041,2.0,59,True,1906.0,2701,9352,False,False,False,False,False,False,True,False,False,False,True,False,2.0,False,False,False,False,False,6423750
2042,3.0,76,True,1954.0,4210,0,False,False,False,False,False,True,False,False,False,False,False,False,5.0,False,False,True,False,False,4295000
2043,2.0,54,True,2015.0,4237,8400,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,3200000
2044,3.0,685,True,2009.0,4052,3552,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,4550000
2046,4.0,77,True,1960.0,5267,4721,False,False,False,False,False,False,False,False,True,False,False,False,3.0,False,False,False,False,False,3550000
2047,1.0,37,True,2006.0,2652,5400,False,False,False,False,True,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3000000
2048,2.0,59,True,1934.0,3213,6084,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,6525000
2049,2.0,46,True,2018.0,3214,5520,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,1950000
2050,2.0,62,True,1961.0,3366,0,False,False,False,False,False,False,False,False,False,False,False,False,14.0,False,False,False,False,False,2480000
2051,2.0,425,False,1943.0,2573,0,False,False,False,False,False,False,False,False,True,False,False,False,3.0,False,False,False,False,False,2900000
2052,3.0,755,True,2017.0,4357,0,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,2995000
2053,3.0,75,True,1998.0,4005,7416,False,True,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,5500000
2054,3.0,825,True,2015.0,4191,7340,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,8000000
2055,3.0,79,True,1989.0,6962,0,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,2250000
2057,2.0,48,True,1929.0,2768,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,5760000
2058,4.0,107,True,1991.0,4707,5350,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,9300000
2059,2.0,435,True,2008.0,2782,2400,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2950000
2061,2.0,52,True,2017.0,3409,7116,False,False,False,False,False,False,False,False,False,False,False,False,10.0,False,False,False,False,False,2800000
2062,1.0,44,True,1993.0,3397,4200,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1675000
2063,3.0,78,True,2005.0,4050,9600,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2200000
2064,4.0,93,True,2017.0,5374,6100,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False,6950000
2065,2.0,51,True,2018.0,3848,2640,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,4200000
2066,2.0,585,True,1947.0,3087,2928,False,False,False,False,False,True,False,False,False,False,False,False,3.0,False,False,False,True,False,3350000
2067,2.0,47,True,2019.0,3325,6000,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,3700000
2068,2.0,61,True,1929.0,3240,10950,False,False,False,False,False,False,False,True,False,False,True,False,2.0,False,False,False,False,False,5995000
2069,3.0,70,True,1957.0,5363,3000,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1810000
2072,2.0,387,True,1907.0,1181,9360,False,False,False,False,False,False,True,False,False,False,True,False,1.0,True,False,False,False,False,3700000
2074,2.0,44,True,1938.0,2500,0,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,4400000
2075,2.0,50,True,1942.0,4269,7236,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3700000
2076,3.0,83,True,1948.0,6023,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3720000
2077,3.0,77,True,1884.0,1392,22000,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,9000000
2078,3.0,75,True,1988.0,4962,4380,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3000000
2079,4.0,101,True,2022.0,6943,9012,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,5250000
